BYSID,father_job,col_major,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,AT_05,GENDER,teacherRel_cate,J007C
2842,4,4,8,10,1,4,6,3,2,2,3,2,2,3,1,1,1,8
2844,4,2,1,9,3,5,1,3,3,1,3,3,3,3,1,2,1,5
2847,1,1,1,2,1,2,5,3,3,1,2,3,2,2,0,2,1,1
2849,1,2,2,1,1,5,6,4,4,1,3,4,3,2,1,2,1,1
2850,4,7,1,10,1,5,4,3,3,1,3,2,3,2,0,2,1,6
2851,0,1,2,8,1,4,2,3,4,1,2,3,3,3,1,2,1,6
2857,5,1,2,9,1,3,6,2,2,2,2,2,3,2,0,1,1,6
2861,4,0,2,3,1,4,1,3,2,1,2,2,2,4,0,1,1,8
2865,4,0,2,8,1,4,2,2,2,2,2,2,2,2,0,1,2,8
2869,4,0,1,6,1,6,3,2,2,2,3,2,2,1,0,2,1,1
2875,4,4,6,3,4,1,4,3,2,1,2,3,3,4,2,1,1,5
2876,5,2,2,6,1,5,1,3,4,2,3,3,4,2,1,2,1,5
2878,4,2,2,8,1,1,4,2,1,1,3,2,3,2,1,1,1,8
2880,4,4,3,9,1,5,6,2,3,2,1,2,2,2,0,2,1,1
2883,1,0,2,6,1,5,1,3,3,1,2,3,3,3,2,2,1,2
2884,3,0,8,1,1,4,5,3,2,1,3,3,3,3,2,1,1,2
2885,4,4,3,1,3,4,3,3,2,1,3,3,3,3,2,1,1,8
2888,4,2,8,10,7,6,3,3,3,1,3,3,3,3,1,2,1,5
2889,5,5,1,3,1,1,5,2,3,2,2,2,4,4,1,2,1,5
2891,4,0,1,3,9,6,1,3,3,1,2,3,3,4,2,2,2,2
2892,4,2,2,1,1,4,1,3,4,2,3,4,4,3,1,1,1,5
2899,4,2,1,2,1,1,3,3,3,2,2,2,4,2,1,2,1,2
2900,0,0,9,8,1,4,3,3,3,1,3,4,2,2,0,1,1,6
2903,5,1,2,5,1,5,4,3,3,2,2,2,2,2,0,2,1,8
2906,4,1,1,2,1,4,1,3,3,1,3,4,2,2,1,1,1,6
2908,4,5,2,3,3,2,4,3,3,1,3,3,4,3,2,2,1,5
2911,4,2,1,8,1,6,3,3,2,2,3,2,2,2,1,2,1,5
2914,4,6,1,8,1,4,3,2,2,1,2,3,2,2,1,1,1,6
2915,4,7,6,2,1,4,5,2,2,2,3,2,2,2,1,1,1,2
2918,4,7,1,2,1,1,5,3,3,1,3,4,4,4,1,2,1,1
2921,1,7,1,2,1,1,2,3,3,1,1,2,3,3,1,2,1,5
2924,5,2,3,8,1,1,5,2,2,1,2,3,2,2,2,2,1,6
2927,4,4,8,7,1,4,3,4,4,1,2,3,2,3,1,1,1,8
2930,3,0,3,6,1,4,5,2,2,2,2,3,3,1,0,1,1,6
2931,0,2,1,4,1,4,8,2,3,1,3,2,2,2,0,1,1,5
2932,4,6,2,9,1,4,1,2,2,2,2,2,2,3,2,1,2,6
2937,3,2,1,2,1,5,4,2,1,2,2,2,2,2,1,2,1,6
2940,1,5,8,2,1,3,5,3,4,1,3,3,4,3,3,2,1,5
2941,4,1,6,2,1,3,9,3,3,2,3,1,2,2,1,2,1,6
2942,4,3,2,9,1,1,3,3,2,2,2,3,3,3,1,2,1,6
2943,4,0,1,3,1,3,4,3,3,1,3,3,3,2,1,2,1,5
2944,2,7,1,3,1,6,2,3,3,1,1,3,2,2,3,2,1,5
2949,2,1,1,6,1,5,1,3,2,2,3,2,2,3,1,2,1,1
2958,4,1,1,8,4,5,4,3,3,1,3,2,3,2,1,2,1,6
2959,5,7,2,1,1,5,6,3,5,2,2,4,1,2,0,2,1,1
2960,5,1,2,1,1,3,4,2,3,2,2,3,4,2,1,2,1,6
2961,0,4,1,6,1,4,1,2,2,1,3,3,3,3,0,1,1,5
2962,4,2,1,8,1,4,5,3,4,2,2,3,3,3,1,1,1,2
2964,4,1,6,1,1,2,6,3,2,1,2,2,2,2,1,2,2,5
2965,4,0,1,3,1,6,9,3,4,2,3,3,2,2,1,2,1,5
2970,0,2,8,2,1,4,9,3,2,1,2,3,2,3,1,1,1,5
2971,4,4,1,8,1,4,6,3,2,1,4,2,2,4,2,1,1,2
2973,4,1,2,8,1,5,9,2,1,1,2,2,1,1,1,2,2,1
2975,2,7,8,3,9,4,3,3,4,2,3,2,2,2,0,1,1,5
2976,4,2,2,9,1,3,1,3,2,1,2,2,1,2,2,2,1,6
2978,3,7,2,6,1,1,3,3,3,1,2,2,3,3,0,2,1,5
2980,4,2,3,1,2,5,1,2,2,1,2,3,3,2,0,2,1,5
2986,4,0,8,1,2,9,5,3,4,2,2,3,2,2,0,2,1,1
2988,1,2,1,6,1,4,6,3,3,2,2,3,3,2,0,1,1,6
2992,1,1,1,2,1,4,1,3,2,2,3,3,3,3,1,2,1,1
2996,4,1,1,2,3,3,6,3,2,2,3,3,3,2,1,2,1,2
2998,5,3,2,1,1,3,5,3,4,1,3,3,2,2,1,2,1,2
3000,1,3,1,3,1,5,3,3,3,3,3,2,3,5,2,2,1,2
